model,oyear,horizon,cov90,cov50,n,origins,region,assessed,in_band,target
b1_ets,2019,5,0.039525691699604744,0.011857707509881422,253,2,covid_window,False,False,att_type1
b1_ets,2019,6,0.15365853658536585,0.08048780487804878,410,3,covid_window,False,False,adm_via_ae
b1_ets,2019,6,0.06797853309481217,0.025044722719141325,559,3,covid_window,False,False,att_all
b1_ets,2019,6,0.03978779840848806,0.010610079575596816,377,3,covid_window,False,False,att_type1
b1_ets,2020,1,0.6011730205278593,0.31451612903225806,1364,10,covid_window,False,False,adm_via_ae
b1_ets,2020,1,0.5631168831168831,0.3080519480519481,1925,10,covid_window,False,False,att_all
b1_ets,2020,1,0.5135135135135135,0.2503974562798092,1258,10,covid_window,False,False,att_type1
b1_ets,2020,2,0.5464261857047428,0.2565130260521042,1497,11,covid_window,False,False,adm_via_ae
b1_ets,2020,2,0.48716730038022815,0.18583650190114068,2104,11,covid_window,False,False,att_all
b1_ets,2020,2,0.44420289855072465,0.14565217391304347,1380,11,covid_window,False,False,att_type1
b1_ets,2020,3,0.5558282208588957,0.2852760736196319,1630,12,covid_window,False,False,adm_via_ae
b1_ets,2020,3,0.48773006134969327,0.2283085013146363,2282,12,covid_window,False,False,att_all
b1_ets,2020,3,0.4800266311584554,0.19973368841544606,1502,12,covid_window,False,False,att_type1
b1_ets,2020,4,0.59211337030191,0.28773875539125077,1623,12,covid_window,False,False,adm_via_ae
b1_ets,2020,4,0.530008826125331,0.2669902912621359,2266,12,covid_window,False,False,att_all
b1_ets,2020,4,0.51438127090301,0.2408026755852843,1495,12,covid_window,False,False,att_type1
b1_ets,2020,5,0.6283950617283951,0.30617283950617286,1620,12,covid_window,False,False,adm_via_ae
b1_ets,2020,5,0.5487588652482269,0.26684397163120566,2256,12,covid_window,False,False,att_all
b1_ets,2020,5,0.5093833780160858,0.2453083109919571,1492,12,covid_window,False,False,att_type1
b1_ets,2020,6,0.699443413729128,0.34075448361162647,1617,12,covid_window,False,False,adm_via_ae
b1_ets,2020,6,0.6211649622054246,0.2965762561138284,2249,12,covid_window,False,False,att_all
b1_ets,2020,6,0.5970449966420417,0.2699798522498321,1489,12,covid_window,False,False,att_type1
b1_ets,2021,1,0.7306273062730627,0.3751537515375154,813,6,covid_window,False,False,adm_via_ae
b1_ets,2021,1,0.6527777777777778,0.3376736111111111,1152,6,covid_window,False,False,att_all
b1_ets,2021,1,0.6291834002677377,0.3279785809906292,747,6,covid_window,False,False,att_type1
b1_ets,2021,2,0.6884236453201971,0.3768472906403941,812,6,covid_window,False,False,adm_via_ae
b1_ets,2021,2,0.6111595466434177,0.3757628596338274,1147,6,covid_window,False,False,att_all
b1_ets,2021,2,0.5777479892761395,0.339142091152815,746,6,covid_window,False,False,att_type1
b1_ets,2021,3,0.6411837237977805,0.2996300863131936,811,6,covid_window,False,False,adm_via_ae
b1_ets,2021,3,0.5686789151356081,0.3429571303587052,1143,6,covid_window,False,False,att_all
b1_ets,2021,3,0.5302013422818792,0.28187919463087246,745,6,covid_window,False,False,att_type1
b1_ets,2021,4,0.6345679012345679,0.337037037037037,810,6,covid_window,False,False,adm_via_ae
b1_ets,2021,4,0.5351493848857645,0.29876977152899825,1138,6,covid_window,False,False,att_all
b1_ets,2021,4,0.47043010752688175,0.271505376344086,744,6,covid_window,False,False,att_type1
b1_ets,2021,5,0.7144622991347342,0.3794808405438813,809,6,covid_window,False,False,adm_via_ae
b1_ets,2021,5,0.5915492957746479,0.31161971830985913,1136,6,covid_window,False,False,att_all
b1_ets,2021,5,0.5531628532974427,0.29071332436069985,743,6,covid_window,False,False,att_type1
b1_ets,2021,6,0.7747524752475248,0.42945544554455445,808,6,covid_window,False,False,adm_via_ae
b1_ets,2021,6,0.587819947043248,0.31685789938217124,1133,6,covid_window,False,False,att_all
b1_ets,2021,6,0.5700808625336927,0.3059299191374663,742,6,covid_window,False,False,att_type1
b1_ets+dtaci,2019,4,0.17857142857142858,0.07142857142857142,140,1,covid_window,False,False,adm_via_ae
b1_ets+dtaci,2019,4,0.07329842931937172,0.031413612565445025,191,1,covid_window,False,False,att_all
b1_ets+dtaci,2019,4,0.03875968992248062,0.015503875968992248,129,1,covid_window,False,False,att_type1
b1_ets+dtaci,2019,5,0.15636363636363637,0.07272727272727272,275,2,covid_window,False,False,adm_via_ae
b1_ets+dtaci,2019,5,0.07712765957446809,0.02925531914893617,376,2,covid_window,False,False,att_all
b1_ets+dtaci,2019,5,0.043478260869565216,0.011857707509881422,253,2,covid_window,False,False,att_type1
b1_ets+dtaci,2019,6,0.2048780487804878,0.07804878048780488,410,3,covid_window,False,False,adm_via_ae
b1_ets+dtaci,2019,6,0.07871198568872988,0.017889087656529516,559,3,covid_window,False,False,att_all
b1_ets+dtaci,2019,6,0.05570291777188329,0.013262599469496022,377,3,covid_window,False,False,att_type1
b1_ets+dtaci,2020,1,0.8328445747800587,0.4633431085043988,1364,10,covid_window,False,False,adm_via_ae
b1_ets+dtaci,2020,1,0.7766233766233767,0.42753246753246754,1925,10,covid_window,False,False,att_all
b1_ets+dtaci,2020,1,0.787758346581876,0.38950715421303655,1258,10,covid_window,False,False,att_type1
b1_ets+dtaci,2020,2,0.8049432197728791,0.4575818303273213,1497,11,covid_window,False,False,adm_via_ae
b1_ets+dtaci,2020,2,0.7438212927756654,0.40399239543726234,2104,11,covid_window,False,False,att_all
b1_ets+dtaci,2020,2,0.7514492753623189,0.3855072463768116,1380,11,covid_window,False,False,att_type1
b1_ets+dtaci,2020,3,0.7662576687116565,0.4582822085889571,1630,12,covid_window,False,False,adm_via_ae
b1_ets+dtaci,2020,3,0.7063978965819456,0.4171779141104294,2282,12,covid_window,False,False,att_all
b1_ets+dtaci,2020,3,0.7197070572569907,0.3854860186418109,1502,12,covid_window,False,False,att_type1
b1_ets+dtaci,2020,4,0.789279112754159,0.48552064078866297,1623,12,covid_window,False,False,adm_via_ae
b1_ets+dtaci,2020,4,0.7122683142100618,0.46293027360988526,2266,12,covid_window,False,False,att_all
b1_ets+dtaci,2020,4,0.7270903010033445,0.4535117056856187,1495,12,covid_window,False,False,att_type1
b1_ets+dtaci,2020,5,0.8234567901234567,0.48271604938271606,1620,12,covid_window,False,False,adm_via_ae
b1_ets+dtaci,2020,5,0.7309397163120568,0.4676418439716312,2256,12,covid_window,False,False,att_all
b1_ets+dtaci,2020,5,0.7359249329758714,0.44436997319034854,1492,12,covid_window,False,False,att_type1
b1_ets+dtaci,2020,6,0.8589981447124304,0.5244279529993816,1617,12,covid_window,False,False,adm_via_ae
b1_ets+dtaci,2020,6,0.7638950644730992,0.5220097821253891,2249,12,covid_window,False,False,att_all
b1_ets+dtaci,2020,6,0.7777031564808596,0.49697783747481533,1489,12,covid_window,False,False,att_type1
b1_ets+dtaci,2021,1,0.971709717097171,0.5350553505535055,813,6,covid_window,False,False,adm_via_ae
b1_ets+dtaci,2021,1,0.9782986111111112,0.5069444444444444,1152,6,covid_window,False,False,att_all
b1_ets+dtaci,2021,1,0.9852744310575636,0.5421686746987951,747,6,covid_window,False,False,att_type1
b1_ets+dtaci,2021,2,0.9753694581280788,0.5763546798029556,812,6,covid_window,False,False,adm_via_ae
b1_ets+dtaci,2021,2,0.985178727114211,0.5780296425457716,1147,6,covid_window,False,False,att_all
b1_ets+dtaci,2021,2,0.9932975871313673,0.5750670241286864,746,6,covid_window,False,False,att_type1
b1_ets+dtaci,2021,3,0.9778051787916153,0.5499383477188656,811,6,covid_window,False,False,adm_via_ae
b1_ets+dtaci,2021,3,0.9921259842519685,0.5389326334208224,1143,6,covid_window,False,False,att_all
b1_ets+dtaci,2021,3,0.9946308724832215,0.5114093959731544,745,6,covid_window,False,False,att_type1
b1_ets+dtaci,2021,4,0.9814814814814815,0.5654320987654321,810,6,covid_window,False,False,adm_via_ae
b1_ets+dtaci,2021,4,0.9938488576449912,0.5615114235500879,1138,6,covid_window,False,False,att_all
b1_ets+dtaci,2021,4,0.9959677419354839,0.5228494623655914,744,6,covid_window,False,False,att_type1
b1_ets+dtaci,2021,5,0.9802224969097652,0.6341161928306551,809,6,covid_window,False,False,adm_via_ae
b1_ets+dtaci,2021,5,0.9955985915492958,0.676056338028169,1136,6,covid_window,False,False,att_all
b1_ets+dtaci,2021,5,0.9946164199192463,0.6446837146702558,743,6,covid_window,False,False,att_type1
b1_ets+dtaci,2021,6,0.9826732673267327,0.6844059405940595,808,6,covid_window,False,False,adm_via_ae
b1_ets+dtaci,2021,6,0.9929390997352162,0.6875551632833187,1133,6,covid_window,False,False,att_all
b1_ets+dtaci,2021,6,0.9973045822102425,0.6536388140161725,742,6,covid_window,False,False,att_type1
b1_ets+pooled,2019,4,0.15714285714285714,0.06428571428571428,140,1,covid_window,False,False,adm_via_ae
b1_ets+pooled,2019,4,0.06282722513089005,0.031413612565445025,191,1,covid_window,False,False,att_all
b1_ets+pooled,2019,4,0.03875968992248062,0.015503875968992248,129,1,covid_window,False,False,att_type1
b1_ets+pooled,2019,5,0.14545454545454545,0.08,275,2,covid_window,False,False,adm_via_ae
b1_ets+pooled,2019,5,0.07446808510638298,0.02925531914893617,376,2,covid_window,False,False,att_all
b1_ets+pooled,2019,5,0.043478260869565216,0.011857707509881422,253,2,covid_window,False,False,att_type1
b1_ets+pooled,2019,6,0.20243902439024392,0.08048780487804878,410,3,covid_window,False,False,adm_via_ae
b1_ets+pooled,2019,6,0.07155635062611806,0.025044722719141325,559,3,covid_window,False,False,att_all
b1_ets+pooled,2019,6,0.04774535809018567,0.010610079575596816,377,3,covid_window,False,False,att_type1
b1_ets+pooled,2020,1,0.8130498533724341,0.4413489736070381,1364,10,covid_window,False,False,adm_via_ae
b1_ets+pooled,2020,1,0.7677922077922078,0.39584415584415583,1925,10,covid_window,False,False,att_all
b1_ets+pooled,2020,1,0.7766295707472178,0.3616852146263911,1258,10,covid_window,False,False,att_type1
b1_ets+pooled,2020,2,0.7835671342685371,0.40547762191048764,1497,11,covid_window,False,False,adm_via_ae
b1_ets+pooled,2020,2,0.723384030418251,0.3198669201520912,2104,11,covid_window,False,False,att_all
b1_ets+pooled,2020,2,0.7318840579710145,0.30217391304347824,1380,11,covid_window,False,False,att_type1
b1_ets+pooled,2020,3,0.7466257668711657,0.4085889570552147,1630,12,covid_window,False,False,adm_via_ae
b1_ets+pooled,2020,3,0.6967572304995618,0.3378615249780894,2282,12,covid_window,False,False,att_all
b1_ets+pooled,2020,3,0.7070572569906791,0.3189081225033289,1502,12,covid_window,False,False,att_type1
b1_ets+pooled,2020,4,0.7695625385089341,0.4282193468884781,1623,12,covid_window,False,False,adm_via_ae
b1_ets+pooled,2020,4,0.7030008826125331,0.39232127096204766,2266,12,covid_window,False,False,att_all
b1_ets+pooled,2020,4,0.711705685618729,0.3785953177257525,1495,12,covid_window,False,False,att_type1
b1_ets+pooled,2020,5,0.8123456790123457,0.42530864197530865,1620,12,covid_window,False,False,adm_via_ae
b1_ets+pooled,2020,5,0.7229609929078015,0.374113475177305,2256,12,covid_window,False,False,att_all
b1_ets+pooled,2020,5,0.7258713136729222,0.35656836461126007,1492,12,covid_window,False,False,att_type1
b1_ets+pooled,2020,6,0.8577612863327149,0.4557823129251701,1617,12,covid_window,False,False,adm_via_ae
b1_ets+pooled,2020,6,0.7612272120942641,0.4224099599822143,2249,12,covid_window,False,False,att_all
b1_ets+pooled,2020,6,0.7824042981867025,0.3774345198119543,1489,12,covid_window,False,False,att_type1
b1_ets+pooled,2021,1,0.9692496924969249,0.5448954489544895,813,6,covid_window,False,False,adm_via_ae
b1_ets+pooled,2021,1,0.9756944444444444,0.5078125,1152,6,covid_window,False,False,att_all
b1_ets+pooled,2021,1,0.9839357429718876,0.5327978580990629,747,6,covid_window,False,False,att_type1
b1_ets+pooled,2021,2,0.9667487684729064,0.5874384236453202,812,6,covid_window,False,False,adm_via_ae
b1_ets+pooled,2021,2,0.985178727114211,0.5658238884045336,1147,6,covid_window,False,False,att_all
b1_ets+pooled,2021,2,0.9919571045576407,0.5670241286863271,746,6,covid_window,False,False,att_type1
b1_ets+pooled,2021,3,0.9741060419235512,0.5437731196054254,811,6,covid_window,False,False,adm_via_ae
b1_ets+pooled,2021,3,0.9877515310586177,0.5301837270341208,1143,6,covid_window,False,False,att_all
b1_ets+pooled,2021,3,0.9932885906040269,0.5020134228187919,745,6,covid_window,False,False,att_type1
b1_ets+pooled,2021,4,0.9740740740740741,0.5506172839506173,810,6,covid_window,False,False,adm_via_ae
b1_ets+pooled,2021,4,0.9868189806678384,0.5254833040421792,1138,6,covid_window,False,False,att_all
b1_ets+pooled,2021,4,0.9959677419354839,0.4905913978494624,744,6,covid_window,False,False,att_type1
b1_ets+pooled,2021,5,0.9715698393077874,0.6007416563658838,809,6,covid_window,False,False,adm_via_ae
b1_ets+pooled,2021,5,0.9876760563380281,0.6003521126760564,1136,6,covid_window,False,False,att_all
b1_ets+pooled,2021,5,0.9946164199192463,0.566621803499327,743,6,covid_window,False,False,att_type1
b1_ets+pooled,2021,6,0.9752475247524752,0.6423267326732673,808,6,covid_window,False,False,adm_via_ae
b1_ets+pooled,2021,6,0.9841129744042365,0.5578111209179171,1133,6,covid_window,False,False,att_all
b1_ets+pooled,2021,6,0.9946091644204852,0.5269541778975741,742,6,covid_window,False,False,att_type1
b1_ets+series,2019,4,0.21428571428571427,0.07142857142857142,140,1,covid_window,False,False,adm_via_ae
b1_ets+series,2019,4,0.09424083769633508,0.031413612565445025,191,1,covid_window,False,False,att_all
b1_ets+series,2019,4,0.046511627906976744,0.015503875968992248,129,1,covid_window,False,False,att_type1
b1_ets+series,2019,5,0.1709090909090909,0.08363636363636363,275,2,covid_window,False,False,adm_via_ae
b1_ets+series,2019,5,0.0797872340425532,0.026595744680851064,376,2,covid_window,False,False,att_all
b1_ets+series,2019,5,0.043478260869565216,0.015810276679841896,253,2,covid_window,False,False,att_type1
b1_ets+series,2019,6,0.2097560975609756,0.08536585365853659,410,3,covid_window,False,False,adm_via_ae
b1_ets+series,2019,6,0.07513416815742398,0.026833631484794274,559,3,covid_window,False,False,att_all
b1_ets+series,2019,6,0.04509283819628647,0.015915119363395226,377,3,covid_window,False,False,att_type1
b1_ets+series,2020,1,0.782991202346041,0.4142228739002933,1364,10,covid_window,False,False,adm_via_ae
b1_ets+series,2020,1,0.7563636363636363,0.36363636363636365,1925,10,covid_window,False,False,att_all
b1_ets+series,2020,1,0.7559618441971383,0.321939586645469,1258,10,covid_window,False,False,att_type1
b1_ets+series,2020,2,0.7535070140280561,0.353373413493654,1497,11,covid_window,False,False,adm_via_ae
b1_ets+series,2020,2,0.7100760456273765,0.25380228136882127,2104,11,covid_window,False,False,att_all
b1_ets+series,2020,2,0.7014492753623188,0.2210144927536232,1380,11,covid_window,False,False,att_type1
b1_ets+series,2020,3,0.7294478527607362,0.3717791411042945,1630,12,covid_window,False,False,adm_via_ae
b1_ets+series,2020,3,0.679666958808063,0.287467134092901,2282,12,covid_window,False,False,att_all
b1_ets+series,2020,3,0.6850865512649801,0.2536617842876165,1502,12,covid_window,False,False,att_type1
b1_ets+series,2020,4,0.7615526802218114,0.3930991990141713,1623,12,covid_window,False,False,adm_via_ae
b1_ets+series,2020,4,0.6835834068843778,0.33627537511032657,2266,12,covid_window,False,False,att_all
b1_ets+series,2020,4,0.6809364548494983,0.31705685618729096,1495,12,covid_window,False,False,att_type1
b1_ets+series,2020,5,0.7987654320987654,0.39567901234567904,1620,12,covid_window,False,False,adm_via_ae
b1_ets+series,2020,5,0.7092198581560284,0.3320035460992908,2256,12,covid_window,False,False,att_all
b1_ets+series,2020,5,0.7084450402144772,0.3002680965147453,1492,12,covid_window,False,False,att_type1
b1_ets+series,2020,6,0.8503401360544217,0.41929499072356213,1617,12,covid_window,False,False,adm_via_ae
b1_ets+series,2020,6,0.7523343708314807,0.3606047132058693,2249,12,covid_window,False,False,att_all
b1_ets+series,2020,6,0.7669576897246474,0.32907991940899933,1489,12,covid_window,False,False,att_type1
b1_ets+series,2021,1,0.9544895448954489,0.4833948339483395,813,6,covid_window,False,False,adm_via_ae
b1_ets+series,2021,1,0.9626736111111112,0.4270833333333333,1152,6,covid_window,False,False,att_all
b1_ets+series,2021,1,0.9598393574297188,0.4444444444444444,747,6,covid_window,False,False,att_type1
b1_ets+series,2021,2,0.937192118226601,0.4987684729064039,812,6,covid_window,False,False,adm_via_ae
b1_ets+series,2021,2,0.970357454228422,0.4664341761115955,1147,6,covid_window,False,False,att_all
b1_ets+series,2021,2,0.9302949061662198,0.4477211796246649,746,6,covid_window,False,False,att_type1
b1_ets+series,2021,3,0.9482120838471023,0.44143033292231815,811,6,covid_window,False,False,adm_via_ae
b1_ets+series,2021,3,0.9816272965879265,0.4243219597550306,1143,6,covid_window,False,False,att_all
b1_ets+series,2021,3,0.9677852348993289,0.38926174496644295,745,6,covid_window,False,False,att_type1
b1_ets+series,2021,4,0.9493827160493827,0.44320987654320987,810,6,covid_window,False,False,adm_via_ae
b1_ets+series,2021,4,0.9806678383128296,0.4068541300527241,1138,6,covid_window,False,False,att_all
b1_ets+series,2021,4,0.9879032258064516,0.36693548387096775,744,6,covid_window,False,False,att_type1
b1_ets+series,2021,5,0.9555006180469716,0.4894932014833127,809,6,covid_window,False,False,adm_via_ae
b1_ets+series,2021,5,0.9806338028169014,0.4339788732394366,1136,6,covid_window,False,False,att_all
b1_ets+series,2021,5,0.9838492597577388,0.41318977119784656,743,6,covid_window,False,False,att_type1
b1_ets+series,2021,6,0.9628712871287128,0.5371287128712872,808,6,covid_window,False,False,adm_via_ae
b1_ets+series,2021,6,0.9788172992056487,0.4060017652250662,1133,6,covid_window,False,False,att_all
b1_ets+series,2021,6,0.9905660377358491,0.3881401617250674,742,6,covid_window,False,False,att_type1
m1_enbpi,2019,4,0.06802721088435375,0.006802721088435374,147,1,covid_window,False,False,adm_via_ae
m1_enbpi,2019,4,0.018691588785046728,0.014018691588785047,214,1,covid_window,False,False,att_all
m1_enbpi,2019,4,0.03676470588235294,0.029411764705882353,136,1,covid_window,False,False,att_type1
m1_enbpi,2019,5,0.08304498269896193,0.04152249134948097,289,2,covid_window,False,False,adm_via_ae
m1_enbpi,2019,5,0.02142857142857143,0.014285714285714285,420,2,covid_window,False,False,att_all
m1_enbpi,2019,5,0.04119850187265917,0.018726591760299626,267,2,covid_window,False,False,att_type1
m1_enbpi,2019,6,0.08430913348946135,0.03044496487119438,427,3,covid_window,False,False,adm_via_ae
m1_enbpi,2019,6,0.027419354838709678,0.014516129032258065,620,3,covid_window,False,False,att_all
m1_enbpi,2019,6,0.03299492385786802,0.0,394,3,covid_window,False,False,att_type1
m1_enbpi,2020,1,0.6069444444444444,0.19444444444444445,1440,10,covid_window,False,False,adm_via_ae
m1_enbpi,2020,1,0.6267436267436267,0.30735930735930733,2079,10,covid_window,False,False,att_all
m1_enbpi,2020,1,0.5388093443858327,0.13187641296156744,1327,10,covid_window,False,False,att_type1
m1_enbpi,2020,2,0.5395319418089817,0.15180265654648956,1581,11,covid_window,False,False,adm_via_ae
m1_enbpi,2020,2,0.5287406757349715,0.33742869679684073,2279,11,covid_window,False,False,att_all
m1_enbpi,2020,2,0.5401509951956074,0.11461908030199039,1457,11,covid_window,False,False,att_type1
m1_enbpi,2020,3,0.5488372093023256,0.1563953488372093,1720,12,covid_window,False,False,adm_via_ae
m1_enbpi,2020,3,0.517561566410981,0.33911990310859913,2477,12,covid_window,False,False,att_all
m1_enbpi,2020,3,0.5608832807570978,0.1444794952681388,1585,12,covid_window,False,False,att_type1
m1_enbpi,2020,4,0.5887850467289719,0.18341121495327103,1712,12,covid_window,False,False,adm_via_ae
m1_enbpi,2020,4,0.5656771045140301,0.3883692557950386,2459,12,covid_window,False,False,att_all
m1_enbpi,2020,4,0.5599239061509195,0.14584654407102093,1577,12,covid_window,False,False,att_type1
m1_enbpi,2020,5,0.5711775043936731,0.14762741652021089,1707,12,covid_window,False,False,adm_via_ae
m1_enbpi,2020,5,0.5529219452390682,0.2259910093992644,2447,12,covid_window,False,False,att_all
m1_enbpi,2020,5,0.5197201017811705,0.16157760814249364,1572,12,covid_window,False,False,att_type1
m1_enbpi,2020,6,0.5881316098707403,0.10810810810810811,1702,12,covid_window,False,False,adm_via_ae
m1_enbpi,2020,6,0.5418375717801477,0.14520098441345364,2438,12,covid_window,False,False,att_all
m1_enbpi,2020,6,0.5481812380344607,0.08806636885768986,1567,12,covid_window,False,False,att_type1
m1_enbpi,2021,1,0.785377358490566,0.25471698113207547,848,6,covid_window,False,False,adm_via_ae
m1_enbpi,2021,1,0.9331703341483293,0.4849225753871231,1227,6,covid_window,False,False,att_all
m1_enbpi,2021,1,0.7896103896103897,0.1987012987012987,770,6,covid_window,False,False,att_type1
m1_enbpi,2021,2,0.7195266272189349,0.21893491124260356,845,6,covid_window,False,False,adm_via_ae
m1_enbpi,2021,2,0.7037643207855974,0.2774140752864157,1222,6,covid_window,False,False,att_all
m1_enbpi,2021,2,0.5488917861799217,0.1395045632333768,767,6,covid_window,False,False,att_type1
m1_enbpi,2021,3,0.531435349940688,0.14472123368920523,843,6,covid_window,False,False,adm_via_ae
m1_enbpi,2021,3,0.39605587510271156,0.1988496302382909,1217,6,covid_window,False,False,att_all
m1_enbpi,2021,3,0.3359477124183007,0.06143790849673202,765,6,covid_window,False,False,att_type1
m1_enbpi,2021,4,0.539833531510107,0.1367419738406659,841,6,covid_window,False,False,adm_via_ae
m1_enbpi,2021,4,0.3947151114781173,0.1370767960363336,1211,6,covid_window,False,False,att_all
m1_enbpi,2021,4,0.35386631716906947,0.039318479685452164,763,6,covid_window,False,False,att_type1
m1_enbpi,2021,5,0.6702380952380952,0.1976190476190476,840,6,covid_window,False,False,adm_via_ae
m1_enbpi,2021,5,0.3860811930405965,0.07207953603976802,1207,6,covid_window,False,False,att_all
m1_enbpi,2021,5,0.26246719160104987,0.02230971128608924,762,6,covid_window,False,False,att_type1
m1_enbpi,2021,6,0.8474374255065554,0.4755661501787843,839,6,covid_window,False,False,adm_via_ae
m1_enbpi,2021,6,0.7354409317803661,0.4417637271214642,1202,6,covid_window,False,False,att_all
m1_enbpi,2021,6,0.5821287779237845,0.18922470433639949,761,6,covid_window,False,False,att_type1
m1_lightgbm_v3,2019,4,0.1360544217687075,0.05442176870748299,147,1,covid_window,False,False,adm_via_ae
m1_lightgbm_v3,2019,4,0.11682242990654206,0.018691588785046728,214,1,covid_window,False,False,att_all
m1_lightgbm_v3,2019,4,0.051470588235294115,0.03676470588235294,136,1,covid_window,False,False,att_type1
m1_lightgbm_v3,2019,5,0.11764705882352941,0.058823529411764705,289,2,covid_window,False,False,adm_via_ae
m1_lightgbm_v3,2019,5,0.06904761904761905,0.023809523809523808,420,2,covid_window,False,False,att_all
m1_lightgbm_v3,2019,5,0.0599250936329588,0.04119850187265917,267,2,covid_window,False,False,att_type1
m1_lightgbm_v3,2019,6,0.12177985948477751,0.0585480093676815,427,3,covid_window,False,False,adm_via_ae
m1_lightgbm_v3,2019,6,0.09193548387096774,0.02258064516129032,620,3,covid_window,False,False,att_all
m1_lightgbm_v3,2019,6,0.04314720812182741,0.030456852791878174,394,3,covid_window,False,False,att_type1
m1_lightgbm_v3,2020,1,0.7701388888888889,0.3458333333333333,1440,10,covid_window,False,False,adm_via_ae
m1_lightgbm_v3,2020,1,0.8066378066378066,0.35353535353535354,2079,10,covid_window,False,False,att_all
m1_lightgbm_v3,2020,1,0.771665410700829,0.20949510173323285,1327,10,covid_window,False,False,att_type1
m1_lightgbm_v3,2020,2,0.7330803289057558,0.3270082226438963,1581,11,covid_window,False,False,adm_via_ae
m1_lightgbm_v3,2020,2,0.7441860465116279,0.3260201842913559,2279,11,covid_window,False,False,att_all
m1_lightgbm_v3,2020,2,0.6911461908030199,0.1757035003431709,1457,11,covid_window,False,False,att_type1
m1_lightgbm_v3,2020,3,0.7151162790697675,0.2819767441860465,1720,12,covid_window,False,False,adm_via_ae
m1_lightgbm_v3,2020,3,0.6951958013726282,0.23415421881308035,2477,12,covid_window,False,False,att_all
m1_lightgbm_v3,2020,3,0.6391167192429023,0.13438485804416403,1585,12,covid_window,False,False,att_type1
m1_lightgbm_v3,2020,4,0.7289719626168224,0.23773364485981308,1712,12,covid_window,False,False,adm_via_ae
m1_lightgbm_v3,2020,4,0.7015046766978447,0.20048800325335503,2459,12,covid_window,False,False,att_all
m1_lightgbm_v3,2020,4,0.6271401395053899,0.12999365884590997,1577,12,covid_window,False,False,att_type1
m1_lightgbm_v3,2020,5,0.7439953134153485,0.2460456942003515,1707,12,covid_window,False,False,adm_via_ae
m1_lightgbm_v3,2020,5,0.7118921127911728,0.17654270535349406,2447,12,covid_window,False,False,att_all
m1_lightgbm_v3,2020,5,0.6431297709923665,0.1138676844783715,1572,12,covid_window,False,False,att_type1
m1_lightgbm_v3,2020,6,0.763807285546416,0.18860164512338426,1702,12,covid_window,False,False,adm_via_ae
m1_lightgbm_v3,2020,6,0.7145200984413453,0.1509433962264151,2438,12,covid_window,False,False,att_all
m1_lightgbm_v3,2020,6,0.6343331206126356,0.09061901723037652,1567,12,covid_window,False,False,att_type1
m1_lightgbm_v3,2021,1,0.7900943396226415,0.24646226415094338,848,6,covid_window,False,False,adm_via_ae
m1_lightgbm_v3,2021,1,0.8606356968215159,0.2705786471067645,1227,6,covid_window,False,False,att_all
m1_lightgbm_v3,2021,1,0.6506493506493507,0.06753246753246753,770,6,covid_window,False,False,att_type1
m1_lightgbm_v3,2021,2,0.7585798816568048,0.18224852071005918,845,6,covid_window,False,False,adm_via_ae
m1_lightgbm_v3,2021,2,0.8306055646481179,0.26104746317512273,1222,6,covid_window,False,False,att_all
m1_lightgbm_v3,2021,2,0.5788787483702738,0.03650586701434159,767,6,covid_window,False,False,att_type1
m1_lightgbm_v3,2021,3,0.7437722419928826,0.16488730723606168,843,6,covid_window,False,False,adm_via_ae
m1_lightgbm_v3,2021,3,0.8693508627773213,0.34675431388660644,1217,6,covid_window,False,False,att_all
m1_lightgbm_v3,2021,3,0.611764705882353,0.06405228758169934,765,6,covid_window,False,False,att_type1
m1_lightgbm_v3,2021,4,0.8145065398335315,0.17717003567181927,841,6,covid_window,False,False,adm_via_ae
m1_lightgbm_v3,2021,4,0.8802642444260942,0.2617671345995045,1211,6,covid_window,False,True,att_all
m1_lightgbm_v3,2021,4,0.49934469200524245,0.028833551769331587,763,6,covid_window,False,False,att_type1
m1_lightgbm_v3,2021,5,0.8428571428571429,0.19404761904761905,840,6,covid_window,False,False,adm_via_ae
m1_lightgbm_v3,2021,5,0.8077879038939519,0.1275890637945319,1207,6,covid_window,False,False,att_all
m1_lightgbm_v3,2021,5,0.4671916010498688,0.027559055118110236,762,6,covid_window,False,False,att_type1
m1_lightgbm_v3,2021,6,0.8533969010727056,0.2061978545887962,839,6,covid_window,False,False,adm_via_ae
m1_lightgbm_v3,2021,6,0.8161397670549085,0.2129783693843594,1202,6,covid_window,False,False,att_all
m1_lightgbm_v3,2021,6,0.533508541392904,0.03416557161629435,761,6,covid_window,False,False,att_type1
m1_lightgbm_v3_raw,2019,4,0.16326530612244897,0.05442176870748299,147,1,covid_window,False,False,adm_via_ae
m1_lightgbm_v3_raw,2019,4,0.056074766355140186,0.014018691588785047,214,1,covid_window,False,False,att_all
m1_lightgbm_v3_raw,2019,4,0.04411764705882353,0.03676470588235294,136,1,covid_window,False,False,att_type1
m1_lightgbm_v3_raw,2019,5,0.1245674740484429,0.04844290657439446,289,2,covid_window,False,False,adm_via_ae
m1_lightgbm_v3_raw,2019,5,0.03333333333333333,0.014285714285714285,420,2,covid_window,False,False,att_all
m1_lightgbm_v3_raw,2019,5,0.0449438202247191,0.03745318352059925,267,2,covid_window,False,False,att_type1
